date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:38:49	12688/12688	---M--	200	added ('OK')	text/plain	etag:%221724275-3190-4b16cf5aa36c0%22	http://webpages.charter.net/manauser/morrowind/files/Chalk30-Readme.txt	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/Chalk30-Readme.txt	(from http://webpages.charter.net/manauser/morrowind/)
01:38:51	27958/27958	---M--	200	added ('OK')	image/jpeg	etag:%2217242a1-6d36-45ab0e58fe7c0%22	http://webpages.charter.net/manauser/morrowind/images/Chalk4.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Chalk4.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:06	102753/102753	---M--	200	added ('OK')	image/jpeg	etag:%2217242a3-19161-45ed1cfb89940%22	http://webpages.charter.net/manauser/morrowind/images/GraphicHerbalism1.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/GraphicHerbalism1.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:10	113969/113969	---M--	200	added ('OK')	image/jpeg	etag:%2217242a4-1bd31-45ed1cf9a14c0%22	http://webpages.charter.net/manauser/morrowind/images/GraphicHerbalism2.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/GraphicHerbalism2.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:22	264676/264676	---M--	200	added ('OK')	text/plain	etag:%221724276-409e4-4b16cf5e73fc0%22	http://webpages.charter.net/manauser/morrowind/files/Chalk30.7z	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/Chalk30.7z	(from http://webpages.charter.net/manauser/morrowind/)
01:39:22	98756/98756	---M--	200	added ('OK')	image/jpeg	etag:%2217242a5-181c4-45ed1cff5a240%22	http://webpages.charter.net/manauser/morrowind/images/GraphicHerbalism3.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/GraphicHerbalism3.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:23	4537/4537	---M--	200	added ('OK')	text/plain	etag:%22172427e-11b9-4a2b3e8c653c0%22	http://webpages.charter.net/manauser/morrowind/files/GraphicHerbalism-Readme.txt	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/GraphicHerbalism-Readme.txt	(from http://webpages.charter.net/manauser/morrowind/)
01:39:24	10562/10562	---M--	200	added ('OK')	text/plain	etag:%22172427d-2942-46af099826ec0%22	http://webpages.charter.net/manauser/morrowind/files/GH_MC_Patch.7z	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/GH_MC_Patch.7z	(from http://webpages.charter.net/manauser/morrowind/)
01:39:25	2796/2796	---M--	200	added ('OK')	text/plain	etag:%221724297-aec-4a3a4d38c6480%22	http://webpages.charter.net/manauser/morrowind/files/Toolkit-Readme.txt	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/Toolkit-Readme.txt	(from http://webpages.charter.net/manauser/morrowind/)
01:39:26	20700/20700	---M--	200	added ('OK')	application/zip	etag:%221724299-50dc-4a3a4d39ba6c0%22	http://webpages.charter.net/manauser/morrowind/files/Toolkit20.zip	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/Toolkit20.zip	(from http://webpages.charter.net/manauser/morrowind/)
01:39:32	136828/136828	---M--	200	added ('OK')	image/jpeg	etag:%2217242a6-2167c-45ed1cfd71dc0%22	http://webpages.charter.net/manauser/morrowind/images/GraphicHerbalism4.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/GraphicHerbalism4.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:48	133263/133263	---M--	200	added ('OK')	image/jpeg	etag:%2217242a9-2088f-44cf036237cc0%22	http://webpages.charter.net/manauser/morrowind/images/Mannequins1.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Mannequins1.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:48	97307/97307	---M--	200	added ('OK')	image/jpeg	etag:%2217242ab-17c1b-44cf0366085c0%22	http://webpages.charter.net/manauser/morrowind/images/Mannequins3.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Mannequins3.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:49	6513/6513	---M--	200	added ('OK')	text/plain	etag:%221724283-1971-4a3a713638dc0%22	http://webpages.charter.net/manauser/morrowind/files/MannequinsForSale-Readme.txt	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/MannequinsForSale-Readme.txt	(from http://webpages.charter.net/manauser/morrowind/)
01:39:49	117938/117938	---M--	200	added ('OK')	image/jpeg	etag:%2217242aa-1ccb2-44cf036420140%22	http://webpages.charter.net/manauser/morrowind/images/Mannequins2.jpg	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Mannequins2.jpg	(from http://webpages.charter.net/manauser/morrowind/)
01:39:50	3688/3688	---M--	200	added ('OK')	text/plain	etag:%22172429b-e68-4a2b3e8c653c0%22	http://webpages.charter.net/manauser/morrowind/files/WanderersofSolstheim-Readme.txt	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/files/WanderersofSolstheim-Readme.txt	(from http://webpages.charter.net/manauser/morrowind/)
01:39:53	21070/21070	---M--	200	added ('OK')	image/gif	etag:%2217242a7-524e-4432628f7f680%22	http://webpages.charter.net/manauser/morrowind/images/Icons.gif	I:/SavedSites/ManaUser.Morrowind/webpages.charter.net/manauser/morrowind/images/Icons.gif	(from http://webpages.charter.net/manauser/morrowind/)
